,Gender,Customer Type,Age,Type of Travel,Class,Inflight wifi service,Ease of Online booking,Food and drink,Seat comfort,On-board service,Baggage handling,Checkin service,Inflight service,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
5953,Female,Loyal Customer,52,Business travel,Eco Plus,2,5,1,4,2,2,2,2,0,0,neutral or dissatisfied
5954,Male,Loyal Customer,9,Personal Travel,Eco,1,1,4,4,4,1,5,1,0,,neutral or dissatisfied
5955,Male,Loyal Customer,40,Personal Travel,Eco,3,3,3,3,4,4,3,4,59,41,neutral or dissatisfied
5956,Male,Loyal Customer,54,Business travel,Eco,3,3,3,3,3,4,1,3,2,13,neutral or dissatisfied
5957,Female,Loyal Customer,55,Business travel,Business,4,3,2,5,4,4,5,4,0,0,satisfied
5958,Female,Loyal Customer,47,Personal Travel,Eco,2,2,1,5,3,3,2,3,0,0,neutral or dissatisfied
5959,Female,Loyal Customer,36,Business travel,Eco,4,3,4,4,4,2,1,1,0,0,satisfied
5960,Male,Loyal Customer,35,Business travel,Eco,1,3,1,1,3,4,1,4,27,22,neutral or dissatisfied
5961,Female,Loyal Customer,39,Business travel,Business,2,4,4,3,2,2,1,2,0,0,neutral or dissatisfied
5962,Male,Loyal Customer,49,Personal Travel,Eco,4,4,3,5,5,4,3,5,0,0,satisfied
5963,Female,disloyal Customer,25,Business travel,Eco,3,3,1,1,1,3,2,3,10,0,neutral or dissatisfied
5964,Female,Loyal Customer,49,Personal Travel,Eco,2,2,3,5,2,3,4,2,2,0,neutral or dissatisfied
5965,Female,disloyal Customer,23,Business travel,Eco,2,1,2,2,4,4,5,2,0,0,neutral or dissatisfied
5966,Male,Loyal Customer,62,Personal Travel,Eco,4,4,4,4,4,3,1,4,105,92,neutral or dissatisfied
5967,Male,Loyal Customer,53,Business travel,Business,4,4,1,4,3,3,5,3,2,0,satisfied
5968,Female,Loyal Customer,48,Business travel,Business,2,2,3,4,3,3,4,3,0,0,satisfied
5969,Male,Loyal Customer,57,Personal Travel,Eco,1,1,4,4,4,4,5,5,42,23,neutral or dissatisfied
5970,Female,Loyal Customer,53,Business travel,Business,4,4,3,3,4,4,3,4,187,217,satisfied
5971,Female,Loyal Customer,48,Personal Travel,Eco,4,4,2,4,2,2,3,2,0,0,neutral or dissatisfied
5972,Female,disloyal Customer,80,Business travel,Business,4,4,5,4,1,1,4,1,5,2,neutral or dissatisfied
5973,Male,Loyal Customer,61,Business travel,Eco,4,1,4,4,1,1,4,3,0,4,satisfied
5974,Female,disloyal Customer,41,Business travel,Business,4,4,2,2,3,5,5,5,0,0,satisfied
5975,Female,disloyal Customer,24,Business travel,Eco,3,2,5,3,4,2,3,3,0,0,neutral or dissatisfied
5976,Male,disloyal Customer,46,Business travel,Eco,4,4,3,3,5,5,2,5,37,46,neutral or dissatisfied
5977,Female,Loyal Customer,36,Business travel,Business,0,0,2,4,1,1,3,1,0,7,satisfied
5978,Female,Loyal Customer,66,Personal Travel,Eco,3,3,2,5,5,5,4,5,0,0,neutral or dissatisfied
5979,Female,Loyal Customer,38,Personal Travel,Eco,3,3,2,2,4,5,5,5,0,0,neutral or dissatisfied
5980,Male,Loyal Customer,40,Business travel,Eco,3,2,3,3,4,4,3,3,17,48,neutral or dissatisfied
5981,Male,Loyal Customer,41,Personal Travel,Eco,4,5,4,4,3,4,3,5,0,0,neutral or dissatisfied
5982,Female,Loyal Customer,30,Personal Travel,Eco,3,3,5,5,3,5,4,4,34,15,neutral or dissatisfied
5983,Male,Loyal Customer,50,Business travel,Eco,3,3,3,3,1,4,3,4,13,7,neutral or dissatisfied
5984,Female,Loyal Customer,32,Business travel,Eco,4,1,4,4,1,3,2,2,0,0,satisfied
5985,Female,Loyal Customer,34,Business travel,Business,4,5,2,4,5,4,5,5,0,0,satisfied
5986,Male,Loyal Customer,41,Business travel,Business,2,2,5,5,5,5,5,5,0,0,satisfied
5987,Female,Loyal Customer,52,Personal Travel,Eco Plus,2,2,4,1,5,5,2,5,4,0,neutral or dissatisfied
5988,Male,Loyal Customer,70,Personal Travel,Eco,2,2,4,4,5,5,5,5,0,0,neutral or dissatisfied
5989,Female,Loyal Customer,24,Personal Travel,Eco Plus,3,3,1,1,3,5,5,5,5,4,neutral or dissatisfied
5990,Male,Loyal Customer,37,Personal Travel,Eco,3,3,5,2,2,3,1,3,27,38,neutral or dissatisfied
5991,Male,Loyal Customer,48,Business travel,Business,2,1,2,2,2,2,1,2,88,85,neutral or dissatisfied
5992,Female,Loyal Customer,69,Personal Travel,Eco Plus,3,3,5,5,3,1,3,3,0,0,neutral or dissatisfied
5993,Male,Loyal Customer,36,Business travel,Eco,4,3,4,4,4,3,2,3,0,5,neutral or dissatisfied
5994,Female,Loyal Customer,17,Personal Travel,Business,4,4,4,1,3,5,1,3,0,0,neutral or dissatisfied
5995,Male,disloyal Customer,58,Business travel,Business,4,4,5,5,5,5,5,4,4,6,neutral or dissatisfied
5996,Male,Loyal Customer,66,Business travel,Eco Plus,4,4,5,5,2,4,2,3,0,6,satisfied
5997,Female,Loyal Customer,61,Business travel,Eco Plus,2,5,3,3,2,2,3,2,0,0,neutral or dissatisfied
5998,Female,disloyal Customer,61,Business travel,Business,4,4,1,1,4,5,4,5,6,18,satisfied
5999,Female,Loyal Customer,59,Business travel,Eco,5,3,1,1,4,4,3,4,0,0,satisfied
6000,Male,Loyal Customer,67,Business travel,Eco,3,3,3,3,4,4,3,3,0,0,neutral or dissatisfied
6001,Female,Loyal Customer,26,Business travel,Business,5,4,5,3,2,5,3,5,0,0,satisfied
6002,Female,Loyal Customer,28,Personal Travel,Eco,4,4,5,2,5,4,5,5,0,0,neutral or dissatisfied
6003,Female,Loyal Customer,27,Business travel,Business,5,5,3,3,3,4,3,5,35,27,satisfied
6004,Male,Loyal Customer,42,Business travel,Business,5,5,1,4,3,3,2,3,0,0,satisfied
6005,Male,Loyal Customer,23,Personal Travel,Eco,4,4,4,4,3,4,4,4,0,0,neutral or dissatisfied
6006,Male,Loyal Customer,62,Personal Travel,Eco Plus,3,3,1,1,3,4,3,5,0,3,neutral or dissatisfied
6007,Male,disloyal Customer,39,Business travel,Eco,2,2,2,2,4,3,4,4,75,57,neutral or dissatisfied
6008,Female,Loyal Customer,40,Business travel,Business,1,4,3,3,1,1,3,1,0,0,neutral or dissatisfied
6009,Female,Loyal Customer,40,Business travel,Business,5,5,2,5,3,3,3,3,9,0,satisfied
6010,Female,Loyal Customer,37,Business travel,Eco,4,2,4,4,4,2,4,5,0,0,satisfied
6011,Female,Loyal Customer,30,Business travel,Eco Plus,4,1,4,4,2,4,2,3,8,12,neutral or dissatisfied
6012,Female,Loyal Customer,12,Personal Travel,Eco,4,4,2,2,3,4,4,4,18,65,neutral or dissatisfied
6013,Male,Loyal Customer,55,Business travel,Business,3,4,2,5,5,5,1,5,0,0,satisfied
6014,Female,Loyal Customer,45,Business travel,Business,3,3,4,5,5,5,3,5,0,0,satisfied
6015,Male,Loyal Customer,43,Business travel,Eco,2,3,2,2,4,3,1,3,14,8,neutral or dissatisfied
6016,Female,Loyal Customer,11,Personal Travel,Eco Plus,2,2,3,3,4,2,4,1,0,0,neutral or dissatisfied
6017,Female,disloyal Customer,21,Business travel,Eco,4,4,5,5,4,4,5,5,0,0,neutral or dissatisfied
6018,Male,disloyal Customer,22,Business travel,Eco,3,3,3,2,3,3,2,2,243,224,neutral or dissatisfied
6019,Female,Loyal Customer,38,Personal Travel,Eco,2,2,5,5,2,5,4,1,69,82,neutral or dissatisfied
6020,Male,Loyal Customer,7,Personal Travel,Eco,3,3,1,1,3,4,4,5,0,0,neutral or dissatisfied
6021,Female,disloyal Customer,22,Business travel,Eco,4,4,4,4,4,4,3,4,0,0,neutral or dissatisfied
6022,Male,Loyal Customer,48,Business travel,Eco,2,1,2,2,2,3,1,4,0,0,neutral or dissatisfied
6023,Female,Loyal Customer,48,Business travel,Eco,2,3,4,3,2,2,2,2,0,0,neutral or dissatisfied
6024,Male,Loyal Customer,40,Business travel,Eco,1,3,1,1,3,4,4,3,0,0,neutral or dissatisfied
6025,Female,Loyal Customer,17,Personal Travel,Eco,1,0,2,2,3,5,5,5,0,4,neutral or dissatisfied
6026,Female,Loyal Customer,33,Business travel,Eco,5,3,5,5,3,4,3,4,25,16,neutral or dissatisfied
6027,Female,disloyal Customer,16,Business travel,Eco,3,3,3,4,5,3,4,2,123,149,neutral or dissatisfied
6028,Male,Loyal Customer,36,Business travel,Business,1,1,4,5,5,5,5,5,0,0,satisfied
6029,Male,Loyal Customer,18,Personal Travel,Eco,3,3,5,5,3,5,1,5,0,2,neutral or dissatisfied
6030,Female,Loyal Customer,54,Business travel,Business,1,1,4,4,4,4,5,4,9,10,satisfied
6031,Male,Loyal Customer,58,Business travel,Business,2,3,4,3,3,2,3,3,0,0,neutral or dissatisfied
6032,Female,Loyal Customer,11,Personal Travel,Eco,2,2,2,2,3,4,2,3,3,0,neutral or dissatisfied
6033,Male,disloyal Customer,21,Business travel,Eco,2,2,4,4,5,4,2,4,0,0,neutral or dissatisfied
6034,Female,disloyal Customer,8,Business travel,Eco,1,1,3,3,1,3,4,4,112,126,neutral or dissatisfied
6035,Female,Loyal Customer,62,Business travel,Business,4,5,3,3,4,4,2,4,36,44,neutral or dissatisfied
6036,Male,Loyal Customer,31,Business travel,Business,3,3,5,5,5,5,3,4,0,0,satisfied
6037,Female,Loyal Customer,66,Personal Travel,Eco,3,4,4,2,3,4,2,1,52,68,neutral or dissatisfied
6038,Male,disloyal Customer,25,Business travel,Business,4,4,5,5,4,3,4,1,0,0,satisfied
6039,Female,Loyal Customer,58,Personal Travel,Eco Plus,4,4,4,5,1,1,4,1,0,40,neutral or dissatisfied
6040,Female,Loyal Customer,48,Business travel,Business,4,4,1,3,5,5,4,5,7,0,satisfied
6041,Male,Loyal Customer,8,Personal Travel,Eco,1,1,2,2,4,4,3,4,18,5,neutral or dissatisfied
6042,Male,Loyal Customer,39,Business travel,Business,1,1,3,5,5,5,4,5,0,5,satisfied
6043,Male,Loyal Customer,43,Business travel,Business,5,5,5,4,5,5,4,5,1,0,satisfied
6044,Male,Loyal Customer,18,Personal Travel,Eco,3,3,2,2,4,3,1,3,0,0,neutral or dissatisfied
6045,Female,Loyal Customer,55,Personal Travel,Eco,2,4,1,4,3,3,1,3,0,0,neutral or dissatisfied
6046,Male,disloyal Customer,29,Business travel,Eco,2,2,3,4,2,4,2,4,0,2,neutral or dissatisfied
6047,Female,disloyal Customer,29,Business travel,Eco,3,3,5,5,1,4,2,1,2,0,neutral or dissatisfied
6048,Male,disloyal Customer,58,Business travel,Business,4,4,2,2,3,4,4,4,0,13,satisfied
6049,Male,disloyal Customer,21,Business travel,Eco,5,5,4,4,4,4,3,5,0,0,satisfied
6050,Female,Loyal Customer,54,Personal Travel,Eco,2,0,5,2,5,5,1,5,7,0,neutral or dissatisfied
6051,Female,Loyal Customer,17,Personal Travel,Eco,1,1,1,1,2,1,4,2,0,0,neutral or dissatisfied
6052,Female,disloyal Customer,22,Business travel,Eco,3,3,4,4,1,3,3,3,0,0,neutral or dissatisfied
6053,Female,Loyal Customer,53,Business travel,Business,3,3,3,4,4,4,3,4,0,0,satisfied
6054,Male,disloyal Customer,26,Business travel,Business,2,2,3,3,3,5,4,4,29,23,neutral or dissatisfied
6055,Female,Loyal Customer,54,Business travel,Business,4,4,5,4,5,4,3,5,0,0,satisfied
6056,Male,Loyal Customer,32,Business travel,Business,4,2,4,4,3,4,3,3,17,0,neutral or dissatisfied
6057,Male,Loyal Customer,17,Personal Travel,Eco,2,2,4,4,2,2,4,2,3,0,neutral or dissatisfied
6058,Male,Loyal Customer,19,Personal Travel,Eco,3,3,1,1,1,2,2,1,0,0,neutral or dissatisfied
6059,Male,Loyal Customer,44,Business travel,Business,1,4,1,4,1,1,3,1,19,20,neutral or dissatisfied
6060,Male,disloyal Customer,22,Business travel,Eco,3,3,4,4,4,2,2,3,0,0,neutral or dissatisfied
6061,Male,Loyal Customer,68,Personal Travel,Eco,1,1,4,4,3,5,4,5,7,5,neutral or dissatisfied
6062,Male,disloyal Customer,34,Business travel,Eco,4,4,3,3,1,5,4,3,17,16,neutral or dissatisfied
6063,Male,Loyal Customer,43,Business travel,Business,2,2,2,5,5,5,4,5,0,0,satisfied
6064,Male,disloyal Customer,26,Business travel,Business,3,3,3,3,2,3,3,4,0,43,neutral or dissatisfied
6065,Female,Loyal Customer,48,Business travel,Business,0,0,1,2,4,4,5,4,0,0,satisfied
6066,Male,Loyal Customer,60,Personal Travel,Eco,4,4,1,1,5,5,4,4,0,0,satisfied
6067,Male,Loyal Customer,45,Personal Travel,Eco,2,2,1,1,5,5,5,5,23,5,neutral or dissatisfied
6068,Male,disloyal Customer,22,Business travel,Eco,1,1,5,5,4,1,5,4,0,0,neutral or dissatisfied
6069,Female,Loyal Customer,68,Personal Travel,Eco Plus,3,3,3,4,5,5,4,5,0,0,neutral or dissatisfied
6070,Female,Loyal Customer,44,Business travel,Business,4,2,4,4,2,4,2,2,0,0,neutral or dissatisfied
6071,Male,Loyal Customer,51,Personal Travel,Eco,2,2,1,1,2,2,1,2,16,13,neutral or dissatisfied
6072,Female,Loyal Customer,31,Business travel,Business,3,3,4,5,5,5,3,4,15,23,satisfied
6073,Female,Loyal Customer,32,Business travel,Business,1,4,1,1,2,3,3,4,0,0,neutral or dissatisfied
6074,Male,Loyal Customer,29,Business travel,Business,1,4,1,1,1,3,4,3,0,0,neutral or dissatisfied
6075,Male,Loyal Customer,43,Business travel,Business,5,5,5,5,5,5,5,5,4,32,satisfied
6076,Male,disloyal Customer,22,Business travel,Eco,3,3,5,5,2,3,3,5,8,10,neutral or dissatisfied
6077,Male,Loyal Customer,31,Business travel,Business,2,4,2,2,1,3,3,3,44,30,neutral or dissatisfied
6078,Female,Loyal Customer,55,Business travel,Business,4,4,3,5,4,5,4,4,2,0,satisfied
6079,Female,Loyal Customer,47,Business travel,Business,5,5,2,4,5,5,5,5,5,0,satisfied
6080,Male,disloyal Customer,26,Business travel,Eco,3,3,1,1,4,3,2,2,0,0,neutral or dissatisfied
6081,Male,Loyal Customer,19,Personal Travel,Eco Plus,3,3,2,2,1,3,4,4,0,0,neutral or dissatisfied
6082,Female,Loyal Customer,40,Business travel,Business,1,1,5,4,4,4,4,4,0,0,satisfied
6083,Male,disloyal Customer,22,Business travel,Eco,2,2,4,4,3,3,4,2,7,5,neutral or dissatisfied
6084,Male,Loyal Customer,20,Personal Travel,Eco,3,3,4,4,3,3,4,3,0,0,neutral or dissatisfied
6085,Male,Loyal Customer,15,Personal Travel,Eco,1,1,5,5,2,4,2,3,0,3,neutral or dissatisfied
6086,Female,Loyal Customer,38,Business travel,Business,1,1,5,5,4,4,4,4,7,16,satisfied
6087,Female,Loyal Customer,44,Personal Travel,Eco Plus,4,5,5,5,3,3,3,3,7,0,neutral or dissatisfied
6088,Male,Loyal Customer,23,Business travel,Business,5,3,5,5,4,4,3,4,0,0,satisfied
6089,Female,Loyal Customer,63,Personal Travel,Eco,1,1,1,2,3,3,3,3,0,0,neutral or dissatisfied
6090,Female,Loyal Customer,43,Personal Travel,Eco,1,0,3,3,2,1,3,2,0,0,neutral or dissatisfied
6091,Male,Loyal Customer,58,Business travel,Business,4,4,2,4,4,4,3,4,0,0,satisfied
6092,Female,Loyal Customer,10,Personal Travel,Eco,2,2,5,5,3,3,4,5,14,5,neutral or dissatisfied
6093,Male,Loyal Customer,69,Personal Travel,Eco,1,1,4,4,2,3,2,4,8,17,neutral or dissatisfied
6094,Male,disloyal Customer,48,Business travel,Business,1,1,2,3,5,4,4,4,0,0,neutral or dissatisfied
6095,Female,Loyal Customer,50,Personal Travel,Eco,3,3,3,4,1,1,1,1,18,33,neutral or dissatisfied
6096,Female,Loyal Customer,46,Business travel,Business,1,1,3,4,4,4,3,4,4,0,satisfied
6097,Female,Loyal Customer,54,Business travel,Business,5,5,5,4,4,4,3,4,2,0,satisfied
6098,Female,Loyal Customer,33,Business travel,Business,0,0,2,5,1,1,5,1,27,38,satisfied
6099,Female,Loyal Customer,42,Business travel,Business,1,1,4,3,2,2,3,2,0,1,satisfied
6100,Male,Loyal Customer,39,Business travel,Business,5,5,2,5,5,5,3,5,0,0,satisfied
6101,Female,disloyal Customer,24,Business travel,Eco,3,3,3,1,4,4,1,4,145,147,neutral or dissatisfied
6102,Male,Loyal Customer,60,Business travel,Business,1,1,2,4,5,5,3,5,0,0,satisfied
6103,Male,Loyal Customer,46,Business travel,Business,2,2,5,5,5,5,5,5,7,29,satisfied
6104,Female,Loyal Customer,33,Business travel,Eco Plus,2,3,2,2,3,4,2,4,47,32,neutral or dissatisfied
6105,Male,Loyal Customer,54,Business travel,Business,4,4,2,5,4,4,5,4,26,20,satisfied
6106,Male,disloyal Customer,20,Business travel,Eco,4,4,2,2,4,4,3,5,0,0,satisfied
6107,Female,Loyal Customer,59,Business travel,Business,4,4,5,4,4,4,3,4,84,72,satisfied
6108,Male,Loyal Customer,44,Business travel,Business,3,3,5,4,2,2,5,2,0,6,satisfied
6109,Male,Loyal Customer,51,Business travel,Business,2,5,3,3,2,2,2,2,0,25,neutral or dissatisfied
6110,Female,Loyal Customer,56,Business travel,Business,1,2,1,1,2,4,1,1,162,165,neutral or dissatisfied
6111,Male,Loyal Customer,30,Business travel,Business,4,4,4,4,1,3,3,4,0,0,neutral or dissatisfied
6112,Female,Loyal Customer,58,Business travel,Business,4,4,3,5,5,5,5,5,0,0,satisfied
6113,Male,Loyal Customer,29,Business travel,Business,0,0,3,3,5,5,5,5,0,0,satisfied
6114,Male,Loyal Customer,45,Business travel,Eco,4,4,4,4,5,1,4,5,3,4,satisfied
6115,Male,Loyal Customer,37,Business travel,Business,1,2,4,5,4,4,3,4,1,5,satisfied
6116,Female,Loyal Customer,46,Personal Travel,Eco Plus,1,0,5,4,1,1,5,1,0,0,neutral or dissatisfied
6117,Male,disloyal Customer,24,Business travel,Eco,1,1,4,4,4,5,4,5,81,74,neutral or dissatisfied
6118,Male,Loyal Customer,64,Personal Travel,Eco,3,2,4,4,3,3,4,4,0,0,neutral or dissatisfied
6119,Female,Loyal Customer,46,Business travel,Business,4,3,3,5,5,5,3,5,26,0,satisfied
6120,Female,Loyal Customer,37,Business travel,Business,2,2,2,1,4,4,2,4,7,0,satisfied
6121,Male,Loyal Customer,45,Business travel,Eco,4,2,4,4,1,3,5,5,0,10,satisfied
6122,Female,Loyal Customer,44,Business travel,Business,4,4,5,4,4,4,5,4,51,47,satisfied
6123,Female,Loyal Customer,41,Business travel,Business,4,2,3,5,5,5,4,5,6,16,satisfied
6124,Male,Loyal Customer,30,Personal Travel,Eco,3,3,1,1,1,2,1,3,0,0,neutral or dissatisfied
6125,Male,Loyal Customer,51,Business travel,Business,2,2,5,5,4,4,3,4,0,0,satisfied
6126,Male,Loyal Customer,53,Personal Travel,Eco,1,1,4,4,3,5,3,4,0,0,neutral or dissatisfied
6127,Male,Loyal Customer,35,Personal Travel,Eco,3,3,3,3,4,4,1,4,42,37,neutral or dissatisfied
6128,Female,Loyal Customer,46,Personal Travel,Eco,4,4,5,5,1,1,2,1,0,0,neutral or dissatisfied
6129,Male,Loyal Customer,40,Personal Travel,Eco,1,1,2,5,4,2,5,2,33,21,neutral or dissatisfied
6130,Male,disloyal Customer,32,Business travel,Eco,2,1,1,1,5,1,5,4,0,0,neutral or dissatisfied
6131,Male,Loyal Customer,55,Business travel,Business,1,5,2,4,4,4,3,4,0,0,satisfied
6132,Male,Loyal Customer,53,Personal Travel,Eco,3,3,3,3,1,1,3,3,162,186,neutral or dissatisfied
6133,Female,Loyal Customer,17,Business travel,Eco Plus,3,4,3,2,4,3,4,3,10,4,neutral or dissatisfied
6134,Female,Loyal Customer,54,Business travel,Business,3,4,3,3,3,3,2,3,0,0,neutral or dissatisfied
6135,Male,Loyal Customer,54,Personal Travel,Eco,2,2,4,4,5,1,1,4,4,12,neutral or dissatisfied
6136,Female,disloyal Customer,21,Business travel,Eco,0,0,3,3,3,1,2,5,0,0,satisfied
6137,Female,Loyal Customer,32,Personal Travel,Eco,2,2,5,5,2,4,1,4,27,29,neutral or dissatisfied
6138,Female,Loyal Customer,53,Business travel,Business,5,5,4,1,4,4,1,4,8,5,satisfied
6139,Female,Loyal Customer,57,Personal Travel,Eco,1,0,4,5,2,2,3,2,0,1,neutral or dissatisfied
6140,Male,Loyal Customer,27,Business travel,Business,2,2,5,5,4,3,5,2,0,0,satisfied
6141,Female,Loyal Customer,14,Personal Travel,Business,3,0,2,5,3,4,2,3,0,0,neutral or dissatisfied
6142,Male,Loyal Customer,9,Personal Travel,Eco,1,1,3,3,4,5,4,5,22,26,neutral or dissatisfied
6143,Male,Loyal Customer,13,Personal Travel,Eco,4,3,2,2,2,2,2,3,60,55,neutral or dissatisfied
6144,Male,Loyal Customer,70,Personal Travel,Business,1,1,4,3,1,1,3,1,0,0,neutral or dissatisfied
6145,Male,Loyal Customer,40,Business travel,Eco Plus,4,2,4,4,3,3,5,4,0,0,satisfied
6146,Female,Loyal Customer,46,Business travel,Business,1,1,5,4,5,5,4,5,20,8,satisfied
6147,Female,Loyal Customer,53,Personal Travel,Eco,2,2,2,3,4,3,3,2,7,0,neutral or dissatisfied
6148,Female,Loyal Customer,58,Personal Travel,Eco,1,1,1,4,1,1,4,1,7,0,neutral or dissatisfied
6149,Female,disloyal Customer,25,Business travel,Business,3,3,5,5,4,4,5,4,0,0,neutral or dissatisfied
6150,Male,Loyal Customer,49,Business travel,Business,5,5,5,4,2,2,5,2,0,0,satisfied
6151,Male,Loyal Customer,41,Business travel,Business,3,3,4,5,5,5,4,5,61,65,satisfied
6152,Female,Loyal Customer,46,Personal Travel,Eco,4,4,3,5,1,1,3,1,2,0,neutral or dissatisfied
6153,Female,Loyal Customer,45,Business travel,Business,5,5,3,5,4,4,3,4,38,41,satisfied
6154,Female,Loyal Customer,59,Business travel,Business,5,5,2,4,4,4,3,4,7,0,satisfied
6155,Female,disloyal Customer,23,Business travel,Eco,4,4,3,3,4,4,4,5,2,0,satisfied
6156,Female,Loyal Customer,41,Business travel,Business,4,4,5,4,4,4,5,4,0,3,satisfied
6157,Male,Loyal Customer,17,Personal Travel,Eco,1,1,5,2,5,4,4,5,0,0,neutral or dissatisfied
6158,Female,disloyal Customer,36,Business travel,Business,3,3,5,5,3,5,3,5,14,34,neutral or dissatisfied
6159,Male,Loyal Customer,38,Business travel,Business,0,0,3,5,4,4,3,4,0,0,satisfied
6160,Male,Loyal Customer,44,Business travel,Business,5,4,5,4,4,4,3,4,2,0,satisfied
6161,Male,Loyal Customer,48,Business travel,Eco,2,5,2,2,1,3,4,4,30,57,neutral or dissatisfied
6162,Male,Loyal Customer,41,Business travel,Business,3,4,5,3,2,3,3,2,0,0,neutral or dissatisfied
6163,Female,Loyal Customer,43,Business travel,Business,1,1,3,4,5,5,5,5,0,0,satisfied
6164,Male,Loyal Customer,48,Business travel,Business,2,2,4,5,5,5,3,5,0,0,satisfied
6165,Male,disloyal Customer,28,Business travel,Eco,4,4,1,1,5,1,1,2,1,0,satisfied
6166,Female,Loyal Customer,54,Business travel,Business,2,2,2,4,3,3,5,3,0,1,satisfied
6167,Male,Loyal Customer,39,Business travel,Business,1,0,3,3,4,1,4,4,18,62,neutral or dissatisfied
6168,Female,Loyal Customer,63,Personal Travel,Eco,4,4,5,4,3,4,3,3,0,7,neutral or dissatisfied
6169,Male,Loyal Customer,46,Business travel,Eco,3,2,3,3,3,4,4,4,83,73,neutral or dissatisfied
6170,Female,Loyal Customer,43,Business travel,Business,2,2,4,4,2,5,4,3,11,25,satisfied
6171,Male,Loyal Customer,23,Personal Travel,Eco,4,4,4,4,2,2,4,2,0,9,neutral or dissatisfied
6172,Male,Loyal Customer,45,Business travel,Business,4,4,5,2,4,4,3,4,118,98,satisfied
6173,Male,Loyal Customer,13,Personal Travel,Business,2,2,2,5,3,4,5,5,197,182,neutral or dissatisfied
6174,Male,Loyal Customer,38,Personal Travel,Eco,2,2,1,1,4,3,1,1,0,1,neutral or dissatisfied
6175,Male,disloyal Customer,43,Business travel,Eco,4,4,4,4,1,5,2,1,0,0,neutral or dissatisfied
6176,Female,Loyal Customer,43,Business travel,Business,2,4,4,4,2,2,4,2,0,0,neutral or dissatisfied
6177,Male,disloyal Customer,35,Business travel,Eco,2,2,1,1,2,1,1,2,0,0,neutral or dissatisfied
6178,Female,Loyal Customer,39,Business travel,Business,1,5,1,1,1,3,1,2,0,0,neutral or dissatisfied
6179,Male,Loyal Customer,51,Business travel,Business,5,5,4,4,5,4,4,5,8,4,satisfied
6180,Female,Loyal Customer,52,Personal Travel,Eco,1,1,2,2,2,2,1,2,63,56,neutral or dissatisfied
6181,Female,Loyal Customer,22,Personal Travel,Eco,2,2,4,4,3,4,3,4,1,7,neutral or dissatisfied
6182,Male,Loyal Customer,35,Personal Travel,Eco,3,3,5,5,1,2,1,1,0,0,neutral or dissatisfied
6183,Female,Loyal Customer,27,Business travel,Business,2,2,5,5,4,2,5,5,99,77,satisfied
6184,Female,Loyal Customer,25,Personal Travel,Eco,4,4,2,2,3,2,4,5,0,0,neutral or dissatisfied
6185,Female,Loyal Customer,56,Business travel,Business,2,5,5,3,2,2,2,2,35,36,neutral or dissatisfied
6186,Female,Loyal Customer,33,Personal Travel,Eco,2,2,4,4,3,4,4,5,49,45,neutral or dissatisfied
6187,Male,disloyal Customer,21,Business travel,Eco,5,4,3,3,5,4,5,4,0,0,satisfied
6188,Male,disloyal Customer,24,Business travel,Business,4,4,1,1,5,4,3,5,0,0,satisfied
6189,Female,Loyal Customer,68,Personal Travel,Eco,1,1,1,2,4,2,3,4,10,0,neutral or dissatisfied
6190,Female,disloyal Customer,25,Business travel,Business,4,4,1,3,3,4,3,5,0,0,neutral or dissatisfied
6191,Female,Loyal Customer,23,Business travel,Business,2,5,2,2,4,4,1,3,0,0,neutral or dissatisfied
6192,Male,Loyal Customer,31,Personal Travel,Eco,2,2,1,1,1,3,3,4,0,0,neutral or dissatisfied
6193,Male,Loyal Customer,43,Personal Travel,Eco,2,5,2,4,5,4,3,5,0,0,neutral or dissatisfied
6194,Male,Loyal Customer,39,Business travel,Business,4,4,5,4,5,4,5,5,0,0,satisfied
6195,Female,disloyal Customer,50,Business travel,Eco,3,3,4,4,3,2,4,3,0,0,neutral or dissatisfied
6196,Female,Loyal Customer,47,Business travel,Business,2,2,4,4,5,5,3,5,0,11,satisfied
6197,Male,disloyal Customer,27,Business travel,Business,4,4,2,2,5,4,3,4,0,0,satisfied
6198,Female,Loyal Customer,54,Business travel,Business,1,4,3,4,4,4,3,4,0,0,satisfied
6199,Female,Loyal Customer,28,Business travel,Business,3,2,5,5,4,5,5,5,2,0,satisfied
6200,Female,Loyal Customer,36,Personal Travel,Eco,1,1,5,1,1,4,3,4,0,0,neutral or dissatisfied
6201,Female,Loyal Customer,36,Personal Travel,Eco,2,2,2,5,2,5,5,4,222,223,neutral or dissatisfied
6202,Female,Loyal Customer,8,Personal Travel,Eco,3,3,1,1,3,5,4,4,0,0,neutral or dissatisfied
6203,Female,disloyal Customer,64,Business travel,Business,3,4,2,2,5,4,3,4,0,0,neutral or dissatisfied
6204,Female,Loyal Customer,29,Business travel,Business,2,2,4,4,5,5,4,5,0,0,satisfied
6205,Male,Loyal Customer,24,Personal Travel,Eco,3,3,4,4,4,4,3,4,0,0,neutral or dissatisfied
6206,Female,Loyal Customer,18,Personal Travel,Eco,3,3,2,2,3,3,4,4,0,0,neutral or dissatisfied
6207,Female,disloyal Customer,23,Business travel,Eco,3,3,1,1,5,5,5,4,22,8,neutral or dissatisfied
6208,Male,Loyal Customer,49,Business travel,Business,1,1,3,1,5,5,1,5,5,0,satisfied
